"","locationID","Longitude","Latitude"
"20A","20A","-86.3803","33.9711"
"AL89","AL89","-85.3669","32.7186"
"AL71","AL71","-85.9806","32.8036"
"3AL8","3AL8","-86.4669","34.6192"
"71J","71J","-85.6206","31.4319"
"PLR","PLR","-86.2492","33.5589"
"6AL3","6AL3","-85.7556","34.5819"
"AL93","AL93","-86.71","34.8856"
"HSV","HSV","-86.775","34.6372"
"MDQ","MDQ","-86.5575","34.8614"
"4AL8","4AL8","-86.6733","34.4906"
"3M5","3M5","-86.4614","34.7472"
"AL05","AL05","-85.4681","32.2203"
"AL37","AL37","-85.9772","31.555"
"4R3","4R3","-87.8958","31.4706"
"3AL5","3AL5","-85.7639","33.8353"
"JFX","JFX","-87.3142","33.9019"
"5AL7","5AL7","-86.1667","31.25"
"7A3","7A3","-85.2294","32.8119"
"4AL9","4AL9","-86.2939","31.9747"
"AL88","AL88","-87.4708","30.4267"
"70A","70A","-87.7186","32.2672"
"57AL","57AL","-87.7239","30.6533"
"1AL5","1AL5","-87.7478","30.6364"
"AL35","AL35","-87.7044","30.6197"
"AL97","AL97","-87.6694","30.6447"
"04A","04A","-86.2622","31.7361"
"2AL1","2AL1","-87.7778","30.4242"
"AL76","AL76","-86.87","32.8486"
"A08","A08","-87.3847","32.5106"
"AL09","AL09","-85.5903","34.5333"
"BFM","BFM","-88.0681","30.6267"
"AL69","AL69","-87.4917","30.5086"
"SCD","SCD","-86.3056","33.1719"
"ASN","ASN","-86.0511","33.5694"
"41A","41A","-85.8761","32.5147"
"2AL6","2AL6","-88.1981","30.4994"
"3AL7","3AL7","-87.52","32.285"
"AL77","AL77","-86.0069","31.7406"
"TOI","TOI","-86.0122","31.8606"
"TCL","TCL","-87.6114","33.2206"
"27AL","27AL","-85.5581","32.4536"
"06A","06A","-85.68","32.4606"
"AL73","AL73","-85.7756","32.4919"
"07A","07A","-85.8097","32.1669"
"M55","M55","-88.1156","33.8467"
"25A","25A","-85.8258","33.74"
"2AL3","2AL3","-86.1192","32.4553"
"08A","08A","-86.3283","32.5294"
"AL94","AL94","-88.3772","30.8128"
"AL17","AL17","-86.5131","33.2339"
"AL54","AL54","-87.8453","33.8633"
"M73","M73","-91.4664","34.4122"
"AL33","AL33","-87.5858","31.0253"
"2AL8","2AL8","-85.2481","32.4211"
"AL79","AL79","-86.0989","32.2697"
"71A","71A","-87.5956","31.9686"
"AL16","AL16","-86.7236","33.7267"
"1A9","1A9","-86.5128","32.4386"
"HUA","HUA","-86.6847","34.6786"
"3M8","3M8","-88.0067","33.3867"
"7A5","7A5","-85.3667","33.1292"
"AL25","AL25","-85.6011","32.2425"
"1AL4","1AL4","-87.5594","30.5447"
"AL84","AL84","-87.6042","30.5586"
"AL81","AL81","-87.5833","30.5503"
"M22","M22","-87.7117","34.445"
"5AL8","5AL8","-85.9931","31.105"
"1A4","1A4","-86.0622","31.1028"
"4A6","4A6","-86.0058","34.6886"
"SEM","SEM","-86.9878","32.3439"
"S63","S63","-87.1042","32.3667"
"AL74","AL74","-88.3058","30.7644"
"AL41","AL41","-85.6256","31.1161"
"AL56","AL56","-85.0833","32.5003"
"2R5","2R5","-88.275","30.5019"
"7A6","7A6","-85.8033","34.8864"
"4AL6","4AL6","-87.6833","30.4669"
"NFD","NFD","-87.6456","30.5078"
"4AR2","4AR2","-92.0067","34.91"
"4AR1","4AR1","-92.1011","35.0414"
"4AR6","4AR6","-93.6378","34.3792"
"37T","37T","-92.1444","36.1644"
"CDH","CDH","-92.7633","33.6228"
"RBM","RBM","-92.3003","34.85"
"4M3","4M3","-91.7122","34.8083"
"6AR2","6AR2","-93.065","35.0203"
"6AR1","6AR1","-94.1967","36.2778"
"2AR5","2AR5","-94.2939","36.3831"
"AR03","AR03","-93.2017","35.1186"
"28AR","28AR","-91.4333","35.8333"
"AR05","AR05","-93.305","35.2158"
"4M8","4M8","-91.3944","34.6481"
"H35","H35","-93.4272","35.4706"
"CCA","CCA","-92.4517","35.5978"
"2A2","2A2","-92.4039","35.6508"
"7AR3","7AR3","-90.8156","35.1511"
"12A","12A","-92.335","35.1775"
"AR06","AR06","-92.3433","35.2325"
"CWS","CWS","-92.425","35.0808"
"AR88","AR88","-92.3542","35.0547"
"41AR","41AR","-93.3497","34.1233"
"M89","M89","-93.0661","34.0997"
"CVK","CVK","-91.5628","36.265"
"M60","M60","-91.2697","35.2719"
"M74","M74","-91.5578","35.2994"
"BVX","BVX","-91.6475","35.7261"
"1AR0","1AR0","-91.1333","35.3986"
"AR23","AR23","-93.4753","35.1333"
"SUZ","SUZ","-92.4794","34.5903"
"VBT","VBT","-94.2194","36.3458"
"4M1","4M1","-93.6244","36.3814"
"AR13","AR13","-92.6336","34.9861"
"BYH","BYH","-89.9439","35.9644"
"HKA","HKA","-89.8308","35.9403"
"4M2","4M2","-93.8622","35.1494"
"15AR","15AR","-90.5433","34.8258"
"M36","M36","-91.1764","34.8803"
"12XS","12XS","-91.8372","34.9547"
"3AR3","3AR3","-92.0819","35.0594"
"73AR","73AR","-92.0536","35.0486"
"3AR4","3AR4","-92.0775","35.0056"
"9AR9","9AR9","-91.9894","34.8875"
"AR28","AR28","-92.0247","34.9392"
"AR54","AR54","-91.915","34.9186"
"FYV","FYV","-94.17","36.005"
"AR35","AR35","-94.1053","36.0867"
"67AR","67AR","-94.3075","36.0978"
"XNA","XNA","-94.3069","36.2819"
"FLP","FLP","-92.5903","36.2908"
"6AR9","6AR9","-92.6944","36.4153"
"45AR","45AR","-92.6403","36.3672"
"5M4","5M4","-92.3656","33.8458"
"FCY","FCY","-90.775","34.9419"
"14AR","14AR","-90.675","35.0528"
"AZU","AZU","-94.2253","35.275"
"FSM","FSM","-94.3675","35.3367"
"40AR","40AR","-93.9125","36.3928"
"1AR5","1AR5","-94.5847","36.2994"
"70AR","70AR","-89.9972","35.9944"
"AR09","AR09","-94.4389","36.4139"
"52AR","52AR","-92.2417","35.28"
"1AR6","1AR6","-92.1967","35.5033"
"30AR","30AR","-92.0561","35.5444"
"33AR","33AR","-92.1425","35.6022"
"7AR2","7AR2","-92.1322","35.5572"
"36AR","36AR","-91.3189","35.2064"
"3AR5","3AR5","-91.6119","35.1178"
"5M8","5M8","-93.1681","33.9239"
"4M9","4M9","-90.6481","36.4042"
"61AR","61AR","-92.5308","36.3083"
"1AR1","1AR1","-91.8728","34.5272"
"0AR2","0AR2","-90.35","35.2667"
"CRT","CRT","-91.8803","33.1783"
"32A","32A","-93.4275","35.0869"
"DEQ","DEQ","-94.3994","34.0469"
"5M1","5M1","-91.3075","34.2622"
"5M5","5M5","-94.4447","36.3436"
"0AR3","0AR3","-93.2611","35.8989"
"4M5","4M5","-91.4425","33.4881"
"1AR3","1AR3","-91.5261","34.9731"
"1AR2","1AR2","-91.5503","34.9867"
"AR89","AR89","-93.0661","35.4"
"0M0","0M0","-91.5344","33.8847"
"65AR","65AR","-90.4653","35.2264"
"63AR","63AR","-90.4597","35.2514"
"F43","F43","-92.6633","33.1911"
"ELD","ELD","-92.8133","33.2211"
"17AR","17AR","-92.0914","34.5531"
"7AR1","7AR1","-91.3417","33.05"
"18AR","18AR","-93.8317","36.3442"
"7AR0","7AR0","-93.6994","36.4314"
"23AR","23AR","-90.5472","35.8258"
"JBR","JBR","-90.6464","35.8317"
"4AR9","4AR9","-90.6467","35.7761"
"05AR","05AR","-93.5703","36.0006"
"M32","M32","-91.3156","33.3461"
"3M0","3M0","-92.5572","36.3486"
"1AR8","1AR8","-94.1867","35.3258"
"AR82","AR82","-92.6961","34.1711"
"AR83","AR83","-92.7011","34.1761"
"AR81","AR81","-92.6039","34.1622"
"LIT","LIT","-92.2244","34.7294"
"3AR6","3AR6","-92.5164","34.7286"
"02AR","02AR","-92.4444","34.8225"
"2AR0","2AR0","-91.9742","34.8681"
"1AR9","1AR9","-92","34.8139"
"81AR","81AR","-91.8489","34.75"
"AR91","AR91","-94.0322","36.2258"
"3AR7","3AR7","-94.1867","36.2878"
"24AR","24AR","-90.9528","34.1981"
"AGO","AGO","-93.2169","33.2275"
"M78","M78","-92.7614","34.3333"
"MXA","MXA","-90.1544","35.8944"
"3AR0","3AR0","-90.8533","34.8306"
"6M7","6M7","-90.81","34.7828"
"6M8","6M8","-90.4","35.5356"
"20AR","20AR","-92.3203","35.3078"
"37AR","37AR","-91.6283","33.1825"
"0R6","0R6","-92.4603","33.5225"
"HRO","HRO","-93.1547","36.2614"
"3AR2","3AR2","-93.2017","36.32"
"AR10","AR10","-91.6083","34.8067"
"6M0","6M0","-91.6381","34.7592"
"21AR","21AR","-91.5389","34.7175"
"HBZ","HBZ","-92.0131","35.5117"
"3AR8","3AR8","-91.9669","35.4667"
"HEE","HEE","-90.6758","34.5764"
"75AR","75AR","-92.2161","36.2961"
"06AR","06AR","-92.185","35.5444"
"2A6","2A6","-91.1653","34.5825"
"M18","M18","-93.6589","33.72"
"6M2","6M2","-91.7556","36.2214"
"HOT","HOT","-93.0961","34.4781"
"78AR","78AR","-90.4708","34.9375"
"H34","H34","-93.7547","36.0783"
"LRF","LRF","-92.1467","34.9167"
"79AR","79AR","-92.0483","34.8528"
"5AR1","5AR1","-91.4611","33.7125"
"2AR4","2AR4","-90.5278","35.6708"
"5AR2","5AR2","-90.2064","35.375"
"M27","M27","-94.1094","34.8761"
"ARG","ARG","-90.925","36.1247"
"3M9","3M9","-92.0853","33.5606"
"0AR7","0AR7","-91.1811","33.95"
"5AR7","5AR7","-90.7936","35.6867"
"8M2","8M2","-90.9136","35.5903"
"AR27","AR27","-93.8458","35.9389"
"AWM","AWM","-90.2344","35.135"
"05XS","05XS","-91.5431","33.0792"
"AR97","AR97","-92.4967","35.22"
"AR50","AR50","-90.9833","35.2667"
"M65","M65","-90.7617","35.2317"
"FAQ","FAQ","-169.4236","14.2161"
"Z08","Z08","-169.67","14.1844"
"PPG","PPG","-170.7114","14.3317"
"HI36","HI36","-169.5111","14.2292"
"27AZ","27AZ","-113.1678","33.9194"
"26AZ","26AZ","-113.2031","34.0119"
"AZ04","AZ04","-113.1903","33.9192"
"28AZ","28AZ","-113.1814","33.9228"
"P01","P01","-112.8614","32.4528"
"30AZ","30AZ","-112.8133","33.25"
"E51","E51","-113.1703","34.5958"
"31AZ","31AZ","-110.2597","31.9636"
"34AR","34AR","-90.3853","35.5811"
"4A5","4A5","-92.6589","35.8969"
"12AR","12AR","-90.9736","34.5156"
"AR34","AR34","-92.4453","34.9819"
"7M0","7M0","-91.0931","35.2283"
"AR46","AR46","-91.0483","35.1892"
"7M1","7M1","-91.3647","33.6203"
"42A","42A","-91.83","36.0711"
"MEZ","MEZ","-94.2028","34.5453"
"2AR6","2AR6","-93.9283","33.8817"
"LLQ","LLQ","-91.7511","33.6386"
"AR43","AR43","-92.7836","35.1"
"07AR","07AR","-92.8003","35.1944"
"BDQ","BDQ","-92.7136","35.1361"
"MPJ","MPJ","-92.9092","35.1389"
"7M3","7M3","-93.5294","34.5292"
"BPK","BPK","-92.4706","36.3689"
"7M2","7M2","-92.0903","35.8644"
"M77","M77","-93.8383","33.9967"
"19AR","19AR","-92.2242","35.1567"
"43AR","43AR","-91.2414","35.6114"
"M19","M19","-91.1764","35.6378"
"ORK","ORK","-92.2542","34.8331"
"AR55","AR55","-92.0903","34.7397"
"8AR1","8AR1","-92.6422","36.4894"
"AR56","AR56","-91.4333","35.6"
"93AR","93AR","-89.9861","35.6208"
"7M4","7M4","-90.01","35.6911"
"7M5","7M5","-93.8394","35.5108"
"AR17","AR17","-90.915","34.9833"
"PGR","PGR","-90.5092","36.0639"
"3AR9","3AR9","-90.3583","36.0519"
"AR19","AR19","-93.7522","35.2128"
"7M6","7M6","-93.6817","35.2989"
"7M7","7M7","-90.1661","36.3783"
"PBF","PBF","-91.9356","34.1744"
"M70","M70","-90.9553","36.2456"
"AR93","AR93","-90.2803","36.4856"
"2AR7","2AR7","-93.4792","33.8492"
"4F7","4F7","-93.3622","33.8039"
"7M8","7M8","-90.3194","36.25"
"AR11","AR11","-94.0903","36.2889"
"ROG","ROG","-94.1069","36.3725"
"2AR1","2AR1","-94.0953","36.2922"
"AR12","AR12","-92.0186","35.3206"
"RUE","RUE","-93.0933","35.2592"
"2AR2","2AR2","-91.7967","36.0153"
"7M9","7M9","-91.8308","36.3558"
"7AR4","7AR4","-91.89","35.2922"
"26AR","26AR","-91.8078","35.2156"
"SRC","SRC","-91.7375","35.2106"
"9M8","9M8","-92.3511","34.3283"
"99A","99A","-91.9589","34.4061"
"AR22","AR22","-91.9583","34.3814"
"46AR","46AR","-92.1722","34.8461"
"SLG","SLG","-94.49","36.1919"
"38AR","38AR","-94.4683","36.1189"
"ASG","ASG","-94.1192","36.1764"
"16AR","16AR","-92.5733","35.3011"
"55M","55M","-91.8606","33.9261"
"4F8","4F8","-93.0544","33.4431"
"SGT","SGT","-91.575","34.5994"
"AR44","AR44","-94.0136","33.5125"
"TXK","TXK","-93.9911","33.4536"
"AR79","AR79","-91.3794","33.6931"
"Z95","Z95","-110.4442","34.0033"
"CFT","CFT","-109.2111","32.9569"
"AZC","AZC","-113.0139","36.96"
"35AZ","35AZ","-110.9767","31.8436"
"P08","P08","-111.4267","32.9358"
"37AZ","37AZ","-111.4844","32.9356"
"36AZ","36AZ","-111.4508","32.9936"
"00AZ","00AZ","-112.1647","34.3056"
"P52","P52","-112.035","34.73"
"AZ06","AZ06","-113.5269","32.8172"
"AZ17","AZ17","-109.3911","31.5022"
"P03","P03","-109.6903","31.3711"
"DGL","DGL","-109.5064","31.3425"
"DUG","DUG","-109.6036","31.4689"
"E60","E60","-111.5869","32.8067"
"FLG","FLG","-111.6692","35.1403"
"FHU","FHU","-110.3444","31.5883"
"5AZ9","5AZ9","-109.9875","33.0328"
"AZ25","AZ25","-111.6053","33.6"
"85V","85V","-109.5167","35.7017"
"GBN","GBN","-112.72","32.8875"
"E63","E63","-112.6736","32.9603"
"GEU","GEU","-112.295","33.5269"
"LUF","LUF","-112.3831","33.535"
"P13","P13","-110.6672","33.3531"
"GYR","GYR","-112.3744","33.4236"
"GCN","GCN","-112.1469","35.9522"
"40G","40G","-112.1481","35.6506"
"14AZ","14AZ","-111.1222","31.9083"
"68AZ","68AZ","-113.7692","35.475"
"E95","E95","-110.3578","31.9997"
"P04","P04","-109.8831","31.3639"
"BXK","BXK","-112.6861","33.4206"
"AZ05","AZ05","-112.6617","33.1125"
"10AZ","10AZ","-112.6189","33.3667"
"A09","A09","-114.6167","34.8881"
"IFP","IFP","-114.5594","35.1561"
"A20","A20","-114.565","35.0056"
"1AZ8","1AZ8","-114.3731","35.2958"
"19AZ","19AZ","-111.8653","34.605"
"33AZ","33AZ","-112.9703","34.7986"
"18AZ","18AZ","-111.8981","33.8181"
"CGZ","CGZ","-111.7669","32.955"
"CHD","CHD","-111.8111","33.2692"
"34AZ","34AZ","-111.9131","33.2433"
"P19","P19","-111.9156","33.2989"
"E91","E91","-109.5756","36.1108"
"AZ46","AZ46","-112.5492","34.7664"
"P10","P10","-110.4233","35.7917"
"25AZ","25AZ","-109.0572","31.8158"
"AZ27","AZ27","-112.5342","34.91"
"PRC","PRC","-112.4197","34.6544"
"15AZ","15AZ","-114.4772","33.7444"
"5AZ3","5AZ3","-111.6172","33.2125"
"47AZ","47AZ","-111.5936","33.2242"
"AZ63","AZ63","-111.1958","32.5278"
"48AZ","48AZ","-111.7883","34.6508"
"50AZ","50AZ","-110.5883","36.0597"
"SAD","SAD","-109.635","32.8533"
"2AZ1","2AZ1","-113.6156","33.7592"
"AZ40","AZ40","-113.6425","33.7875"
"0AZ2","0AZ2","-113.6417","33.7781"
"4AZ7","4AZ7","-110.4617","33.3778"
"44A","44A","-114.6983","32.5164"
"E77","E77","-110.6472","32.6364"
"SDL","SDL","-111.9106","33.6228"
"SEZ","SEZ","-111.7883","34.8486"
"P23","P23","-112.8861","35.335"
"52AZ","52AZ","-113.3008","35.3833"
"E78","E78","-111.8944","31.9328"
"SOW","SOW","-110.0056","34.2656"
"21AZ","21AZ","-109.97","34.3522"
"16AZ","16AZ","-112.68","34.5089"
"3AZ8","3AZ8","-109.6533","32.7622"
"54AZ","54AZ","-114.6658","32.6008"
"D68","D68","-109.3108","34.1294"
"09AZ","09AZ","-110.0381","31.9253"
"SJN","SJN","-109.3789","34.5186"
"6AZ2","6AZ2","-110.6281","34.6167"
"03AZ","03AZ","-110.0839","31.4333"
"P14","P14","-110.1383","34.9406"
"11AZ","11AZ","-110.29","31.6836"
"AZ21","AZ21","-110.2478","31.7458"
"0V7","0V7","-110.2319","36.715"
"38AZ","38AZ","-110.4178","36.4717"
"E67","E67","-110.9092","33.0472"
"73AZ","73AZ","-113.3608","35.2019"
"IGM","IGM","-113.9381","35.2594"
"4AZ6","4AZ6","-113.4617","34.9981"
"AZ97","AZ97","-113.6889","35.3483"
"AN01","AN01","-110.3167","32.8167"
"AZ45","AZ45","-110.2964","32.7292"
"HII","HII","-114.3583","34.5711"
"AZ09","AZ09","-114.1125","34.8"
"AZ90","AZ90","-112.1275","33.3533"
"AZ60","AZ60","-112.4736","33.505"
"MZJ","MZJ","-111.3253","32.5097"
"0AZ1","0AZ1","-111.3236","32.3008"
"AZ03","AZ03","-111.7528","36.7344"
"L41","L41","-111.6444","36.8108"
"41AZ","41AZ","-112.0256","32.9861"
"40AZ","40AZ","-112.1292","33.0789"
"2AZ5","2AZ5","-112.13","32.8864"
"AZ43","AZ43","-112.1639","33.0639"
"AZ78","AZ78","-112.2817","33.0111"
"2AZ4","2AZ4","-112.1458","33.0536"
"AZ13","AZ13","-112.2814","33.0169"
"AZ31","AZ31","-112.2725","32.9967"
"3AZ2","3AZ2","-111.9833","33.0803"
"2AZ9","2AZ9","-109.6514","31.6022"
"L25","L25","-114.0467","36.0933"
"FFZ","FFZ","-111.7283","33.4608"
"0AZ4","0AZ4","-112.2872","32.9822"
"1AZ0","1AZ0","-112.2692","33.1119"
"5AZ6","5AZ6","-112.2594","32.925"
"0AZ5","0AZ5","-112.6033","33.8658"
"12AZ","12AZ","-112.6533","33.8539"
"AZ32","AZ32","-112.5881","33.8475"
"AZ28","AZ28","-112.5731","33.8214"
"OLS","OLS","-110.8478","31.4178"
"AZ82","AZ82","-110.5297","34.3972"
"PGA","PGA","-111.4483","36.9261"
"44AZ","44AZ","-111.9697","36.9319"
"29AZ","29AZ","-112.9003","32.9056"
"AZ26","AZ26","-110.125","31.3692"
"P20","P20","-114.2711","34.1506"
"AZ74","AZ74","-110.3739","31.355"
"AZ57","AZ57","-112.5125","34.9308"
"PAN","PAN","-111.3392","34.2569"
"L37","L37","-113.2475","35.5269"
"1G4","1G4","-113.8164","35.9903"
"3AZ5","3AZ5","-113.2925","35.5722"
"P48","P48","-112.2508","33.8006"
"DVT","DVT","-112.0825","33.6883"
"A39","A39","-111.9172","32.9917"
"PHX","PHX","-112.0117","33.4342"
"IWA","IWA","-111.6556","33.3078"
"E37","E37","-109.8817","32.8478"
"57AZ","57AZ","-111.0028","32.4467"
"AVQ","AVQ","-111.2183","32.4094"
"4AZ0","4AZ0","-111.3172","32.2989"
"RYN","RYN","-111.1744","32.1422"
"TUS","TUS","-110.9411","32.1161"
"AZ01","AZ01","-113.5703","33.8478"
"60AZ","60AZ","-113.4542","33.8381"
"AZ50","AZ50","-114.4814","35.7147"
"E24","E24","-109.9858","33.8106"
"1Z1","1Z1","-113.2308","36.2564"
"23AZ","23AZ","-112.8258","34.0194"
"AZ64","AZ64","-112.6867","33.9522"
"E25","E25","-112.7953","33.9706"
"AZ14","AZ14","-109.9597","32.0247"
"P33","P33","-109.8947","32.2456"
"4AZ9","4AZ9","-109.7617","32.1131"
"02AZ","02AZ","-109.9372","32.3764"
"CMR","CMR","-112.1947","35.3056"
"AZ77","AZ77","-111.9358","35.2383"
"RQE","RQE","-109.0675","35.6519"
"INW","INW","-110.7225","35.0219"
"58AZ","58AZ","-110.9328","34.0936"
"24AZ","24AZ","-110.9353","34.1581"
"AZ34","AZ34","-114.0978","34.6914"
"NYL","NYL","-114.6061","32.6567"
"LGF","LGF","-114.3967","32.86"
"52CL","52CL","-117.4606","34.5375"
"11CL","11CL","-117.6533","34.63"
"0CL1","0CL1","-117.5556","34.5694"
"A26","A26","-120.9544","41.1864"
"L54","L54","-116.2944","32.9558"
"L70","L70","-118.3147","34.5025"
"0CA8","0CA8","-116.8425","33.4278"
"1CA6","1CA6","-116.7225","32.765"
"AAT","AAT","-120.5653","41.4831"
"5AZ7","5AZ7","-111.95","32.8472"
"AZ61","AZ61","-112.2381","32.9017"
"55AZ","55AZ","-111.96","32.8739"
"AZ49","AZ49","-112.2539","32.8956"
"E81","E81","-111.1269","33.2778"
"TYL","TYL","-110.115","34.4528"
"U30","U30","-114.335","36.0206"
"74AZ","74AZ","-110.0472","31.6197"
"P29","P29","-110.0217","31.6714"
"99AZ","99AZ","-113.2231","33.3956"
"56AZ","56AZ","-113.0022","33.4819"
"AZ85","AZ85","-112.9603","33.5339"
"T03","T03","-111.3831","36.0928"
"DMA","DMA","-110.8831","32.1664"
"6AZ8","6AZ8","-111.1203","31.9411"
"CA62","CA62","-120.7681","35.7192"
"63CL","63CL","-122.1386","38.7167"
"CRQ","CRQ","-117.28","33.1283"
"64CL","64CL","-118.2772","33.8564"
"65CL","65CL","-119.7639","36.5144"
"O59","O59","-120.1656","41.5536"
"49X","49X","-114.4322","34.5289"
"O05","O05","-121.2411","40.2822"
"CL90","CL90","-121.7839","39.6889"
"CIC","CIC","-121.8583","39.7953"
"4CA7","4CA7","-121.8858","39.6708"
"O23","O23","-121.8706","39.7197"
"NID","NID","-117.6919","35.6856"
"CNO","CNO","-117.6364","33.9747"
"L77","L77","-115.71","33.665"
"67CA","67CA","-120.3783","37.0728"
"2O6","2O6","-120.2469","37.1133"
"66CL","66CL","-120.4647","36.9986"
"0CL3","0CL3","-116.8931","32.6331"
"CN13","CN13","-121.5089","38.4433"
"O60","O60","-122.9928","38.7761"
"CL24","CL24","-119.51","36.85"
"3O8","3O8","-120.2383","36.2481"
"C80","C80","-120.2939","36.1631"
"O22","O22","-120.4144","38.0306"
"O08","O08","-121.9933","39.1792"
"67CL","67CL","-122.0486","39.2011"
"CPM","CPM","-118.2436","33.89"
"CCR","CCR","-122.0569","37.9897"
"CRO","CRO","-119.5947","36.1028"
"24CL","24CL","-119.5425","36.0889"
"0O4","0O4","-122.1711","39.9436"
"CA06","CA06","-120.5692","41.4178"
"A24","A24","-120.6842","41.4122"
"CL88","CL88","-120.5844","41.4472"
"53CL","53CL","-123.5906","38.8597"
"2O3","2O3","-122.4356","38.58"
"54CL","54CL","-116.7967","33.5208"
"APV","APV","-117.1861","34.5753"
"27CA","27CA","-117.0806","34.5611"
"2CL2","2CL2","-122.0978","39.0111"
"ACV","ACV","-124.1086","40.9781"
"5CL8","5CL8","-118.9231","35.1761"
"5CL9","5CL9","-119.5078","37.1414"
"AUN","AUN","-121.0817","38.9547"
"AVX","AVX","-118.4158","33.405"
"CA69","CA69","-120.1422","36.0042"
"0O2","0O2","-116.0817","35.2864"
"L45","L45","-118.9958","35.3247"
"10CL","10CL","-119.1947","35.3681"
"6CL0","6CL0","-119.1017","35.5261"
"BFL","BFL","-119.0578","35.4339"
"7CA2","7CA2","-118.9272","35.1767"
"BNG","BNG","-116.8506","33.9225"
"00CA","00CA","-116.8883","35.3506"
"5CA4","5CA4","-116.1542","34.7533"
"O02","O02","-120.3528","39.8186"
"O55","O55","-121.1239","41.1394"
"L35","L35","-116.8561","34.2639"
"CL23","CL23","-121.6961","39.4597"
"BIH","BIH","-118.3636","37.3731"
"9CA6","9CA6","-118.095","37.8692"
"1CA4","1CA4","-114.5269","33.8694"
"BLH","BLH","-114.7169","33.6192"
"56CL","56CL","-114.6056","33.5919"
"44CA","44CA","-114.6436","33.6792"
"D83","D83","-123.3819","39.0139"
"57CL","57CL","-117.6069","35.0036"
"58CL","58CL","-116.2758","33.1917"
"L08","L08","-116.3211","33.2589"
"BWC","BWC","-115.5169","32.9931"
"4CA2","4CA2","-121.6475","37.9469"
"O57","O57","-119.2228","38.2642"
"F25","F25","-121.2917","39.4553"
"60CL","60CL","-121.5606","38.5989"
"BUR","BUR","-118.3586","34.2006"
"L62","L62","-119.4797","35.3533"
"C83","C83","-121.6258","37.8283"
"CA90","CA90","-115.5194","34.5139"
"CXL","CXL","-115.5133","32.6694"
"62CL","62CL","-118.5","35.4072"
"L71","L71","-118.0167","35.1511"
"CLR","CLR","-115.5214","33.1314"
"CA38","CA38","-120.4386","39.6514"
"CMA","CMA","-119.0944","34.2139"
"66CA","66CA","-121.1103","35.6078"
"O61","O61","-120.9875","38.6839"
"DWA","DWA","-121.8567","38.5789"
"70CL","70CL","-116.4258","36.2958"
"L06","L06","-116.8797","36.4606"
"L09","L09","-117.1592","36.6039"
"DLO","DLO","-119.2364","35.7456"
"71CL","71CL","-122.0939","39.3528"
"L64","L64","-115.3253","33.7478"
"72CL","72CL","-115.1192","34.1342"
"73CL","73CL","-115.6369","33.6989"
"74CL","74CL","-118.8333","35.2569"
"D63","D63","-123.5983","40.4919"
"13CL","13CL","-121.8236","38.3814"
"A32","A32","-121.9756","41.8872"
"28CA","28CA","-120.6303","36.9625"
"CL01","CL01","-120.6678","36.9"
"76CL","76CL","-120.5011","37.0889"
"CA71","CA71","-120.8869","38.44"
"77CL","77CL","-119.1369","36.7178"
"1O6","1O6","-122.2722","41.2631"
"9L2","9L2","-117.8631","34.9908"
"EDW","EDW","-117.8839","34.9086"
"23CN","23CN","-115.5297","32.7889"
"NJK","NJK","-115.6717","32.8292"
"99CL","99CL","-117.605","34.625"
"EMT","EMT","-118.0347","34.0861"
"90CL","90CL","-122.6094","39.5722"
"E27","E27","-121.3308","38.3922"
"8CL2","8CL2","-121.2275","38.4236"
"CL04","CL04","-121.235","38.4108"
"BLU","BLU","-120.7097","39.275"
"8CL1","8CL1","-117.0019","33.1861"
"37CL","37CL","-116.9903","33.3244"
"O33","O33","-124.2122","40.7808"
"O19","O19","-123.9272","40.7192"
"EKA","EKA","-124.1128","40.8033"
"O63","O63","-119.1497","36.2425"
"SUU","SUU","-121.9275","38.2628"
"O89","O89","-121.4333","41.0189"
"L18","L18","-117.2508","33.3542"
"L73","L73","-119.1283","35.5964"
"AJO","AJO","-117.6025","33.8978"
"CA04","CA04","-122.3389","40.3464"
"68CA","68CA","-122.2158","40.3611"
"O09","O09","-123.2664","39.7906"
"CEC","CEC","-124.2367","41.7803"
"NRC","NRC","-121.1094","37.4081"
"CL25","CL25","-119.4517","34.9356"
"3CA3","3CA3","-119.5258","34.9222"
"DAG","DAG","-116.7867","34.8536"
"CL18","CL18","-115.3561","34.555"
"17CL","17CL","-122.2736","37.0881"
"69CL","69CL","-121.7475","38.6156"
"EDU","EDU","-121.7864","38.5314"
"82CL","82CL","-123.7956","39.4744"
"BYS","BYS","-116.63","35.2806"
"23CA","23CA","-122.765","41.625"
"A30","A30","-122.855","41.5578"
"FOT","FOT","-124.1328","40.5539"
"11CA","11CA","-119.7217","36.6733"
"CN38","CN38","-121.4375","38.3414"
"F72","F72","-121.4292","38.3039"
